ID,Country/Region,Date,Confirmed,Deaths,Recovered,New cases,New deaths,New recovered
988,Saint Lucia,2020-01-01,0,0,0,0,0,0
989,Saint Lucia,2020-02-01,0,0,0,0,0,0
990,Saint Lucia,2020-03-01,13,0,1,13,0,1
991,Saint Lucia,2020-04-01,17,0,15,4,0,14
992,Saint Lucia,2020-05-01,18,0,18,1,0,3
993,Saint Lucia,2020-06-01,19,0,19,1,0,1
994,Saint Lucia,2020-07-01,24,0,22,5,0,3
995,Saint Vincent and the Grenadines,2020-01-01,0,0,0,0,0,0
996,Saint Vincent and the Grenadines,2020-02-01,0,0,0,0,0,0
997,Saint Vincent and the Grenadines,2020-03-01,1,0,1,1,0,1
998,Saint Vincent and the Grenadines,2020-04-01,16,0,8,15,0,7
999,Saint Vincent and the Grenadines,2020-05-01,26,0,15,10,0,7
1000,Saint Vincent and the Grenadines,2020-06-01,29,0,29,3,0,14
1001,Saint Vincent and the Grenadines,2020-07-01,52,0,39,23,0,10
1002,San Marino,2020-01-01,0,0,0,0,0,0
1003,San Marino,2020-02-01,1,0,0,1,0,0
1004,San Marino,2020-03-01,236,26,13,235,26,13
1005,San Marino,2020-04-01,569,41,78,333,15,65
1006,San Marino,2020-05-01,671,42,357,111,1,279
1007,San Marino,2020-06-01,698,42,656,27,0,299
1008,San Marino,2020-07-01,699,42,657,1,0,1
1009,Sao Tome and Principe,2020-01-01,0,0,0,0,0,0
1010,Sao Tome and Principe,2020-02-01,0,0,0,0,0,0
1011,Sao Tome and Principe,2020-03-01,0,0,0,0,0,0
1012,Sao Tome and Principe,2020-04-01,14,0,4,14,0,4
1013,Sao Tome and Principe,2020-05-01,483,12,68,469,12,64
1014,Sao Tome and Principe,2020-06-01,714,13,236,231,1,168
1015,Sao Tome and Principe,2020-07-01,865,14,734,151,1,498
1016,Saudi Arabia,2020-01-01,0,0,0,0,0,0
1017,Saudi Arabia,2020-02-01,0,0,0,0,0,0
1018,Saudi Arabia,2020-03-01,1563,10,165,1563,10,165
1019,Saudi Arabia,2020-04-01,22753,162,3163,21190,152,2998
1020,Saudi Arabia,2020-05-01,85261,503,62442,62508,341,59279
1021,Saudi Arabia,2020-06-01,190823,1649,130766,105562,1146,68324
1022,Saudi Arabia,2020-07-01,268934,2760,222936,78111,1111,92170
1023,Senegal,2020-01-01,0,0,0,0,0,0
1024,Senegal,2020-02-01,0,0,0,0,0,0
1025,Senegal,2020-03-01,175,0,40,175,0,40
1026,Senegal,2020-04-01,933,9,334,758,9,294
1027,Senegal,2020-05-01,3645,42,1801,2712,33,1467
1028,Senegal,2020-06-01,6793,112,4431,3148,70,2630
1029,Senegal,2020-07-01,9764,194,6477,2971,82,2046
1030,Serbia,2020-01-01,0,0,0,0,0,0
1031,Serbia,2020-02-01,0,0,0,0,0,0
1032,Serbia,2020-03-01,900,16,0,900,16,0
1033,Serbia,2020-04-01,9009,179,1343,8109,163,1343
1034,Serbia,2020-05-01,11412,243,6698,2403,64,5355
1035,Serbia,2020-06-01,14564,277,12662,3152,34,5964
1036,Serbia,2020-07-01,24141,543,0,9577,266,-12662
1037,Seychelles,2020-01-01,0,0,0,0,0,0
1038,Seychelles,2020-02-01,0,0,0,0,0,0
1039,Seychelles,2020-03-01,10,0,0,10,0,0
1040,Seychelles,2020-04-01,11,0,6,1,0,6
1041,Seychelles,2020-05-01,11,0,11,0,0,5
1042,Seychelles,2020-06-01,81,0,11,70,0,0
1043,Seychelles,2020-07-01,114,0,39,33,0,28
1044,Sierra Leone,2020-01-01,0,0,0,0,0,0
1045,Sierra Leone,2020-02-01,0,0,0,0,0,0
1046,Sierra Leone,2020-03-01,1,0,0,1,0,0
1047,Sierra Leone,2020-04-01,124,7,21,123,7,21
1048,Sierra Leone,2020-05-01,861,46,454,737,39,433
1049,Sierra Leone,2020-06-01,1462,60,974,601,14,520
1050,Sierra Leone,2020-07-01,1783,66,1317,321,6,343
1051,Singapore,2020-01-01,13,0,0,13,0,0
1052,Singapore,2020-02-01,102,0,72,89,0,72
1053,Singapore,2020-03-01,926,3,240,824,3,168
1054,Singapore,2020-04-01,16169,15,1244,15243,12,1004
1055,Singapore,2020-05-01,34884,23,21699,18715,8,20455
1056,Singapore,2020-06-01,43907,26,38500,9023,3,16801
1057,Singapore,2020-07-01,50838,27,45692,6931,1,7192
1058,Slovakia,2020-01-01,0,0,0,0,0,0
1059,Slovakia,2020-02-01,0,0,0,0,0,0
1060,Slovakia,2020-03-01,363,0,3,363,0,3
1061,Slovakia,2020-04-01,1396,23,524,1033,23,521
1062,Slovakia,2020-05-01,1521,28,1366,125,5,842
1063,Slovakia,2020-06-01,1667,28,1464,146,0,98
1064,Slovakia,2020-07-01,2181,28,1616,514,0,152
1065,Slovenia,2020-01-01,0,0,0,0,0,0
1066,Slovenia,2020-02-01,0,0,0,0,0,0
1067,Slovenia,2020-03-01,802,15,10,802,15,10
1068,Slovenia,2020-04-01,1429,91,233,627,76,223
1069,Slovenia,2020-05-01,1473,108,1358,44,17,1125
1070,Slovenia,2020-06-01,1600,111,1384,127,3,26
1071,Slovenia,2020-07-01,2087,116,1733,487,5,349
1072,Somalia,2020-01-01,0,0,0,0,0,0
1073,Somalia,2020-02-01,0,0,0,0,0,0
1074,Somalia,2020-03-01,5,0,1,5,0,1
1075,Somalia,2020-04-01,601,28,31,596,28,30
1076,Somalia,2020-05-01,1976,78,348,1375,50,317
1077,Somalia,2020-06-01,2924,90,910,948,12,562
1078,Somalia,2020-07-01,3196,93,1543,272,3,633
1079,South Africa,2020-01-01,0,0,0,0,0,0
1080,South Africa,2020-02-01,0,0,0,0,0,0
1081,South Africa,2020-03-01,1353,5,31,1353,5,31
1082,South Africa,2020-04-01,5647,103,2073,4294,98,2042
1083,South Africa,2020-05-01,32683,683,16809,27036,580,14736
1084,South Africa,2020-06-01,151209,2657,73543,118526,1974,56734
1085,South Africa,2020-07-01,452529,7067,274925,301320,4410,201382
1086,South Korea,2020-01-01,11,0,0,10,0,0
1087,South Korea,2020-02-01,3150,16,27,3139,16,27
1088,South Korea,2020-03-01,9786,162,5408,6636,146,5381
1089,South Korea,2020-04-01,10774,248,9072,988,86,3664
1090,South Korea,2020-05-01,11503,271,10422,729,23,1350
1091,South Korea,2020-06-01,12850,282,11613,1347,11,1191
1092,South Korea,2020-07-01,14203,300,13007,1353,18,1394
1093,South Sudan,2020-01-01,0,0,0,0,0,0
1094,South Sudan,2020-02-01,0,0,0,0,0,0
1095,South Sudan,2020-03-01,0,0,0,0,0,0
1096,South Sudan,2020-04-01,35,0,0,35,0,0
1097,South Sudan,2020-05-01,994,10,6,959,10,6
1098,South Sudan,2020-06-01,2007,38,279,1013,28,273
1099,South Sudan,2020-07-01,2305,46,1175,298,8,896
1100,Spain,2020-01-01,0,0,0,0,0,0
1101,Spain,2020-02-01,45,0,2,45,0,2
1102,Spain,2020-03-01,95923,8464,19259,95878,8464,19257
1103,Spain,2020-04-01,213435,24543,112050,127546,16079,92791
1104,Spain,2020-05-01,239479,27127,150376,26416,2584,38326
1105,Spain,2020-06-01,249271,28355,150376,9792,1228,0
1106,Spain,2020-07-01,272421,28432,150376,23150,77,0
1107,Sri Lanka,2020-01-01,1,0,0,1,0,0
1108,Sri Lanka,2020-02-01,1,0,1,0,0,1
1109,Sri Lanka,2020-03-01,143,2,17,142,2,16
1110,Sri Lanka,2020-04-01,663,7,154,520,5,137
1111,Sri Lanka,2020-05-01,1633,10,801,970,3,647
1112,Sri Lanka,2020-06-01,2047,11,1711,414,1,910
1113,Sri Lanka,2020-07-01,2805,11,2121,758,0,410
1114,Sudan,2020-01-01,0,0,0,0,0,0
1115,Sudan,2020-02-01,0,0,0,0,0,0
1116,Sudan,2020-03-01,7,2,1,7,2,1
1117,Sudan,2020-04-01,442,31,39,435,29,38
1118,Sudan,2020-05-01,5026,286,1423,4584,255,1384
1119,Sudan,2020-06-01,9257,572,4014,4231,286,2591
1120,Sudan,2020-07-01,11424,720,5939,2167,148,1925
1121,Suriname,2020-01-01,0,0,0,0,0,0
1122,Suriname,2020-02-01,0,0,0,0,0,0
1123,Suriname,2020-03-01,9,0,0,9,0,0
1124,Suriname,2020-04-01,10,1,8,1,1,8
1125,Suriname,2020-05-01,23,1,9,13,0,1
1126,Suriname,2020-06-01,515,13,227,492,12,218
1127,Suriname,2020-07-01,1483,24,925,968,11,698
1128,Sweden,2020-01-01,1,0,0,1,0,0
1129,Sweden,2020-02-01,12,0,0,11,0,0
1130,Sweden,2020-03-01,4435,180,0,4423,180,0
1131,Sweden,2020-04-01,21092,2586,0,16657,2406,0
1132,Sweden,2020-05-01,37542,4395,0,16450,1809,0
1133,Sweden,2020-06-01,68451,5333,0,30909,938,0
1134,Sweden,2020-07-01,79395,5700,0,10944,367,0
1135,Switzerland,2020-01-01,0,0,0,0,0,0
1136,Switzerland,2020-02-01,18,0,0,18,0,0
1137,Switzerland,2020-03-01,16605,433,1823,16587,433,1823
1138,Switzerland,2020-04-01,29586,1737,23400,12981,1304,21577
1139,Switzerland,2020-05-01,30862,1920,28500,1276,183,5100
1140,Switzerland,2020-06-01,31714,1963,29200,852,43,700
1141,Switzerland,2020-07-01,34477,1978,30900,2763,15,1700
1142,Syria,2020-01-01,0,0,0,0,0,0
1143,Syria,2020-02-01,0,0,0,0,0,0
1144,Syria,2020-03-01,10,2,0,10,2,0
1145,Syria,2020-04-01,43,3,0,33,1,0
1146,Syria,2020-05-01,122,5,0,79,2,0
1147,Syria,2020-06-01,279,9,0,157,4,0
1148,Syria,2020-07-01,674,40,0,395,31,0
1149,Taiwan*,2020-01-01,10,0,0,9,0,0
1150,Taiwan*,2020-02-01,39,1,9,29,1,9
1151,Taiwan*,2020-03-01,322,5,39,283,4,30
1152,Taiwan*,2020-04-01,429,6,322,107,1,283
1153,Taiwan*,2020-05-01,442,7,423,13,1,101
1154,Taiwan*,2020-06-01,447,7,437,5,0,14
1155,Taiwan*,2020-07-01,462,7,440,15,0,3
1156,Tajikistan,2020-01-01,0,0,0,0,0,0
1157,Tajikistan,2020-02-01,0,0,0,0,0,0
1158,Tajikistan,2020-03-01,0,0,0,0,0,0
1159,Tajikistan,2020-04-01,15,0,0,15,0,0
1160,Tajikistan,2020-05-01,3930,47,2004,3915,47,2004
1161,Tajikistan,2020-06-01,5900,52,4506,1970,5,2502
1162,Tajikistan,2020-07-01,7235,60,6028,1335,8,1522
1163,Tanzania,2020-01-01,0,0,0,0,0,0
1164,Tanzania,2020-02-01,0,0,0,0,0,0
1165,Tanzania,2020-03-01,19,1,1,19,1,1
1166,Tanzania,2020-04-01,480,16,167,461,15,166
1167,Tanzania,2020-05-01,509,21,183,29,5,16
1168,Tanzania,2020-06-01,509,21,183,0,0,0
1169,Tanzania,2020-07-01,509,21,183,0,0,0
1170,Thailand,2020-01-01,19,0,5,17,0,5
1171,Thailand,2020-02-01,42,0,28,23,0,23
1172,Thailand,2020-03-01,1651,10,342,1609,10,314
1173,Thailand,2020-04-01,2954,54,2684,1303,44,2342
1174,Thailand,2020-05-01,3081,57,2963,127,3,279
1175,Thailand,2020-06-01,3171,58,3056,90,1,93
1176,Thailand,2020-07-01,3297,58,3111,126,0,55
1177,Timor-Leste,2020-01-01,0,0,0,0,0,0
1178,Timor-Leste,2020-02-01,0,0,0,0,0,0
1179,Timor-Leste,2020-03-01,1,0,0,1,0,0
1180,Timor-Leste,2020-04-01,24,0,0,23,0,0
1181,Timor-Leste,2020-05-01,24,0,0,0,0,0
1182,Timor-Leste,2020-06-01,24,0,0,0,0,0
1183,Timor-Leste,2020-07-01,24,0,0,0,0,0
1184,Togo,2020-01-01,0,0,0,0,0,0
1185,Togo,2020-02-01,0,0,0,0,0,0
1186,Togo,2020-03-01,34,1,10,34,1,10
1187,Togo,2020-04-01,116,9,65,82,8,55
1188,Togo,2020-05-01,442,13,211,326,4,146
1189,Togo,2020-06-01,650,14,402,208,1,191
1190,Togo,2020-07-01,874,18,607,224,4,205
1191,Trinidad and Tobago,2020-01-01,0,0,0,0,0,0
1192,Trinidad and Tobago,2020-02-01,0,0,0,0,0,0
1193,Trinidad and Tobago,2020-03-01,87,3,1,87,3,1
1194,Trinidad and Tobago,2020-04-01,116,8,72,29,5,71
1195,Trinidad and Tobago,2020-05-01,117,8,108,1,0,36
1196,Trinidad and Tobago,2020-06-01,130,8,113,13,0,5
1197,Trinidad and Tobago,2020-07-01,148,8,128,18,0,15
1198,Tunisia,2020-01-01,0,0,0,0,0,0
1199,Tunisia,2020-02-01,0,0,0,0,0,0
1200,Tunisia,2020-03-01,394,10,3,394,10,3
1201,Tunisia,2020-04-01,994,41,305,600,31,302
1202,Tunisia,2020-05-01,1077,48,960,83,7,655
1203,Tunisia,2020-06-01,1174,50,1031,97,2,71
1204,Tunisia,2020-07-01,1455,50,1157,281,0,126
1205,Turkey,2020-01-01,0,0,0,0,0,0
1206,Turkey,2020-02-01,0,0,0,0,0,0
1207,Turkey,2020-03-01,13531,214,243,13531,214,243
1208,Turkey,2020-04-01,120204,3174,48886,106673,2960,48643
1209,Turkey,2020-05-01,163942,4540,127973,43738,1366,79087
1210,Turkey,2020-06-01,199906,5131,173111,35964,591,45138
1211,Turkey,2020-07-01,227019,5630,210469,27113,499,37358
1212,US,2020-01-01,7,0,0,6,0,0
1213,US,2020-02-01,24,1,7,17,1,7
1214,US,2020-03-01,188724,5605,7024,188700,5604,7017
1215,US,2020-04-01,1072667,64256,153947,883943,58651,146923
1216,US,2020-05-01,1799124,105364,444758,726457,41108,290811
1217,US,2020-06-01,2636414,127432,720631,837290,22068,275873
1218,US,2020-07-01,4290259,148011,1325804,1653845,20579,605173
1219,Uganda,2020-01-01,0,0,0,0,0,0
1220,Uganda,2020-02-01,0,0,0,0,0,0
1221,Uganda,2020-03-01,44,0,0,44,0,0
1222,Uganda,2020-04-01,83,0,52,40,0,52
1223,Uganda,2020-05-01,417,0,72,438,0,20
1224,Uganda,2020-06-01,889,0,819,472,0,747
1225,Uganda,2020-07-01,1128,2,986,239,2,167
1226,Ukraine,2020-01-01,0,0,0,0,0,0
1227,Ukraine,2020-02-01,0,0,0,0,0,0
1228,Ukraine,2020-03-01,645,17,10,645,17,10
1229,Ukraine,2020-04-01,10406,261,1238,9761,244,1228
1230,Ukraine,2020-05-01,23672,708,9538,13266,447,8300
1231,Ukraine,2020-06-01,45254,1173,19792,21582,465,10254
1232,Ukraine,2020-07-01,67096,1636,37202,21842,463,17410
1233,United Arab Emirates,2020-01-01,4,0,0,4,0,0
1234,United Arab Emirates,2020-02-01,21,0,5,17,0,5
1235,United Arab Emirates,2020-03-01,664,6,61,643,6,56
1236,United Arab Emirates,2020-04-01,12481,105,2429,11817,99,2368
1237,United Arab Emirates,2020-05-01,34557,264,17932,22076,159,15503
1238,United Arab Emirates,2020-06-01,48667,315,37566,14110,51,19634
1239,United Arab Emirates,2020-07-01,59177,345,52510,10510,30,14944
1240,United Kingdom,2020-01-01,2,0,0,2,0,0
1241,United Kingdom,2020-02-01,61,0,8,59,0,8
1242,United Kingdom,2020-03-01,38815,2430,179,38754,2430,171
1243,United Kingdom,2020-04-01,178771,26859,859,139956,24429,680
1244,United Kingdom,2020-05-01,257539,39092,1190,78768,12233,331
1245,United Kingdom,2020-06-01,285216,43815,1370,27677,4723,180
1246,United Kingdom,2020-07-01,301708,45844,1437,16492,2029,67
1247,Uruguay,2020-01-01,0,0,0,0,0,0
1248,Uruguay,2020-02-01,0,0,0,0,0,0
1249,Uruguay,2020-03-01,338,1,41,338,1,41
1250,Uruguay,2020-04-01,643,17,417,326,16,376
1251,Uruguay,2020-05-01,823,22,685,180,5,268
1252,Uruguay,2020-06-01,936,27,824,113,5,139
1253,Uruguay,2020-07-01,1202,35,951,266,8,127
1254,Uzbekistan,2020-01-01,0,0,0,0,0,0
1255,Uzbekistan,2020-02-01,0,0,0,0,0,0
1256,Uzbekistan,2020-03-01,172,2,7,172,2,7
1257,Uzbekistan,2020-04-01,2039,9,1133,1867,7,1126
1258,Uzbekistan,2020-05-01,3623,15,2837,1584,6,1704
1259,Uzbekistan,2020-06-01,8503,26,5682,4880,11,2845
1260,Uzbekistan,2020-07-01,21209,121,11674,12706,95,5992
1261,Venezuela,2020-01-01,0,0,0,0,0,0
1262,Venezuela,2020-02-01,0,0,0,0,0,0
1263,Venezuela,2020-03-01,135,3,39,135,3,39
1264,Venezuela,2020-04-01,333,16,142,198,13,103
1265,Venezuela,2020-05-01,1510,14,302,1177,-2,160
1266,Venezuela,2020-06-01,5832,51,1649,4322,37,1347
1267,Venezuela,2020-07-01,15988,146,9959,10156,95,8310
1268,Vietnam,2020-01-01,2,0,0,2,0,0
1269,Vietnam,2020-02-01,16,0,16,14,0,16
1270,Vietnam,2020-03-01,212,0,58,196,0,42
1271,Vietnam,2020-04-01,270,0,219,58,0,161
1272,Vietnam,2020-05-01,328,0,279,58,0,60
1273,Vietnam,2020-06-01,355,0,335,27,0,56
1274,Vietnam,2020-07-01,431,0,365,76,0,30
1275,West Bank and Gaza,2020-01-01,0,0,0,0,0,0
1276,West Bank and Gaza,2020-02-01,0,0,0,0,0,0
1277,West Bank and Gaza,2020-03-01,119,1,18,119,1,18
1278,West Bank and Gaza,2020-04-01,344,2,76,225,1,58
1279,West Bank and Gaza,2020-05-01,448,3,372,104,1,296
1280,West Bank and Gaza,2020-06-01,2428,8,451,1980,5,79
1281,West Bank and Gaza,2020-07-01,10621,78,3752,8193,70,3301
1282,Western Sahara,2020-01-01,0,0,0,0,0,0
1283,Western Sahara,2020-02-01,0,0,0,0,0,0
1284,Western Sahara,2020-03-01,0,0,0,0,0,0
1285,Western Sahara,2020-04-01,6,0,5,6,0,5
1286,Western Sahara,2020-05-01,9,1,6,3,1,1
1287,Western Sahara,2020-06-01,10,1,8,1,0,2
1288,Western Sahara,2020-07-01,10,1,8,0,0,0
1289,Yemen,2020-01-01,0,0,0,0,0,0
1290,Yemen,2020-02-01,0,0,0,0,0,0
1291,Yemen,2020-03-01,0,0,0,0,0,0
1292,Yemen,2020-04-01,6,2,1,6,2,1
1293,Yemen,2020-05-01,323,80,14,317,78,13
1294,Yemen,2020-06-01,1158,312,488,835,232,474
1295,Yemen,2020-07-01,1691,483,833,533,171,345
1296,Zambia,2020-01-01,0,0,0,0,0,0
1297,Zambia,2020-02-01,0,0,0,0,0,0
1298,Zambia,2020-03-01,35,0,0,35,0,0
1299,Zambia,2020-04-01,106,3,55,71,3,55
1300,Zambia,2020-05-01,1057,7,779,951,4,724
1301,Zambia,2020-06-01,1594,24,1329,537,17,550
1302,Zambia,2020-07-01,4552,140,2815,2958,116,1486
1303,Zimbabwe,2020-01-01,0,0,0,0,0,0
1304,Zimbabwe,2020-02-01,0,0,0,0,0,0
1305,Zimbabwe,2020-03-01,8,1,0,8,1,0
1306,Zimbabwe,2020-04-01,40,4,5,32,3,5
1307,Zimbabwe,2020-05-01,178,4,29,144,0,24
1308,Zimbabwe,2020-06-01,591,7,162,413,3,133
1309,Zimbabwe,2020-07-01,2704,36,542,2113,29,380
